"TICKET","SYMBOL","ACTION","LOTS","OPEN TIME","CLOSE TIME","PROFIT","COMM","SWAP","COMMENT","T/P","S/L","OPEN PRICE","CLOSE PRICE","","",""
"768873452","XAUUSDr","Buy","0.02","2025-10-28 16:25:32","2025-10-28 17:24:13","29.98","0.0","0.0","","0.0","3940.56","3944.38","3959.37","29.98","0","0"
"768873911","XAUUSDr","Buy","0.02","2025-10-28 16:29:43","2025-10-28 16:43:52","-7.12","0.0","0.0","","0.0","3938.96","3949.79","3946.23","-7.12","0","0"
"768872953","XAUUSDr","Sell","0.02","2025-10-28 16:14:16","2025-10-28 16:26:00","-8.44","0.0","0.0","","0.0","3947.07","3942.41","3946.63","-8.44","0","0"
"768872797","XAUUSDr","Sell","0.02","2025-10-28 16:11:49","2025-10-28 16:23:22","-1.56","0.0","0.0","","0.0","3947.37","3939.14","3939.92","-1.56","0","0"
"768872748","XAUUSDr","Sell","0.02","2025-10-28 16:11:19","2025-10-28 16:19:09","-3.7","0.0","0.0","","0.0","3946.47","3937.84","3939.69","-3.7","0","0"
"768872670","XAUUSDr","Buy","0.02","2025-10-28 16:10:37","2025-10-28 16:10:56","-4.7","0.0","0.0","[sl]","0.0","3936.77","3939.06","3936.71","-4.7","0","0"
"768872612","XAUUSDr","Buy","0.02","2025-10-28 16:09:52","2025-10-28 16:10:55","-8.0","0.0","0.0","[sl]","0.0","3937.1","3940.91","3936.91","-8.0","0","0"
"768872109","XAUUSDr","Buy","0.02","2025-10-28 16:02:18","2025-10-28 16:10:55","-10.98","0.0","0.0","[sl]","0.0","3937.21","3942.4","3936.91","-10.98","0","0"
"768870503","XAUUSDr","Buy","0.01","2025-10-28 15:43:10","2025-10-28 15:53:15","10.96","0.0","0.0","","0.0","3913.93","3923.4","3934.36","10.96","0","0"
"768870938","XAUUSDr","Buy","0.02","2025-10-28 15:46:11","2025-10-28 15:53:06","13.88","0.0","0.0","","0.0","3913.95","3926.9","3933.84","13.88","0","0"
