"TICKET","SYMBOL","ACTION","LOTS","OPEN TIME","CLOSE TIME","PROFIT","COMM","SWAP","COMMENT","T/P","S/L","OPEN PRICE","CLOSE PRICE","","",""
"768667692","XAUUSDr","Sell","0.1","2025-10-23 20:37:25","2025-10-23 20:37:39","-11.9","0.0","0.0","[sl]","0.0","4136.57","4135.38","4136.57","-11.9","0","0"
"768667684","XAUUSDr","Sell","0.1","2025-10-23 20:37:19","2025-10-23 20:37:39","-11.7","0.0","0.0","[sl]","0.0","4136.57","4135.4","4136.57","-11.7","0","0"
"768667667","XAUUSDr","Sell","0.1","2025-10-23 20:37:11","2025-10-23 20:37:39","-7.9","0.0","0.0","[sl]","0.0","4136.57","4135.78","4136.57","-7.9","0","0"
"768667586","XAUUSDr","Sell","0.1","2025-10-23 20:34:16","2025-10-23 20:37:39","-28.7","0.0","0.0","[sl]","0.0","4136.57","4133.7","4136.57","-28.7","0","0"
"768667591","XAUUSDr","Sell","0.1","2025-10-23 20:34:25","2025-10-23 20:35:35","8.9","0.0","0.0","","0.0","4136.57","4132.96","4132.07","8.9","0","0"
"768667543","XAUUSDr","Sell","0.1","2025-10-23 20:32:25","2025-10-23 20:35:31","4.4","0.0","0.0","","0.0","4136.57","4132.75","4132.31","4.4","0","0"
"768665991","XAUUSDr","Buy","0.1","2025-10-23 19:44:53","2025-10-23 20:20:29","64.9","0.0","0.0","","0.0","4127.06","4128.57","4135.06","64.9","0","0"
"768666019","XAUUSDr","Buy","0.1","2025-10-23 19:45:17","2025-10-23 20:13:57","68.9","0.0","0.0","","0.0","4123.87","4130.88","4137.77","68.9","0","0"
"768666032","XAUUSDr","Buy","0.1","2025-10-23 19:45:30","2025-10-23 20:13:53","67.6","0.0","0.0","","0.0","4123.87","4130.95","4137.71","67.6","0","0"
"768666022","XAUUSDr","Buy","0.1","2025-10-23 19:45:21","2025-10-23 19:52:16","5.5","0.0","0.0","","0.0","4124.67","4131.35","4131.9","5.5","0","0"
"768666028","XAUUSDr","Buy","0.1","2025-10-23 19:45:26","2025-10-23 19:52:05","-4.1","0.0","0.0","","0.0","4124.67","4131.94","4131.53","-4.1","0","0"
"768665894","XAUUSDr","Buy","0.1","2025-10-23 19:43:57","2025-10-23 19:44:24","-38.5","0.0","0.0","[sl]","0.0","4130.0","4133.83","4129.98","-38.5","0","0"
"768665875","XAUUSDr","Buy","0.1","2025-10-23 19:43:28","2025-10-23 19:44:24","-51.3","0.0","0.0","[sl]","0.0","4130.0","4135.11","4129.98","-51.3","0","0"
"768665873","XAUUSDr","Buy","0.1","2025-10-23 19:43:22","2025-10-23 19:44:24","-36.8","0.0","0.0","[sl]","0.0","4130.0","4133.66","4129.98","-36.8","0","0"
"768665868","XAUUSDr","Buy","0.1","2025-10-23 19:43:16","2025-10-23 19:44:24","-33.6","0.0","0.0","[sl]","0.0","4130.0","4133.34","4129.98","-33.6","0","0"
"768665849","XAUUSDr","Buy","0.1","2025-10-23 19:43:06","2025-10-23 19:44:24","-40.7","0.0","0.0","[sl]","0.0","4130.0","4134.05","4129.98","-40.7","0","0"
"768665778","XAUUSDr","Buy","0.1","2025-10-23 19:41:29","2025-10-23 19:44:20","-63.1","0.0","0.0","[sl]","0.0","4131.81","4138.08","4131.77","-63.1","0","0"
"768665217","XAUUSDr","Buy","0.1","2025-10-23 19:20:42","2025-10-23 19:44:20","-47.0","0.0","0.0","[sl]","0.0","4131.01","4135.4","4130.7","-47.0","0","0"
"768665181","XAUUSDr","Buy","0.1","2025-10-23 19:20:19","2025-10-23 19:44:20","-36.9","0.0","0.0","[sl]","0.0","4131.01","4134.39","4130.7","-36.9","0","0"
"768665747","XAUUSDr","Buy","0.1","2025-10-23 19:40:01","2025-10-23 19:40:49","-22.9","0.0","0.0","[sl]","0.0","4138.16","4140.23","4137.94","-22.9","0","0"
"768665735","XAUUSDr","Buy","0.1","2025-10-23 19:39:44","2025-10-23 19:40:49","-29.0","0.0","0.0","[sl]","0.0","4138.16","4140.84","4137.94","-29.0","0","0"
"768665730","XAUUSDr","Buy","0.1","2025-10-23 19:39:17","2025-10-23 19:40:49","-32.9","0.0","0.0","[sl]","0.0","4138.16","4141.23","4137.94","-32.9","0","0"
"768665728","XAUUSDr","Buy","0.1","2025-10-23 19:39:08","2025-10-23 19:40:49","-32.4","0.0","0.0","[sl]","0.0","4138.16","4141.18","4137.94","-32.4","0","0"
"768665722","XAUUSDr","Buy","0.1","2025-10-23 19:38:06","2025-10-23 19:40:49","-41.0","0.0","0.0","[sl]","0.0","4138.16","4142.04","4137.94","-41.0","0","0"
"768665230","XAUUSDr","Buy","0.1","2025-10-23 19:20:56","2025-10-23 19:28:33","50.6","0.0","0.0","","0.0","4131.01","4135.48","4140.54","50.6","0","0"
"768665222","XAUUSDr","Buy","0.1","2025-10-23 19:20:47","2025-10-23 19:28:29","45.5","0.0","0.0","","0.0","4131.01","4135.86","4140.41","45.5","0","0"
"768665225","XAUUSDr","Buy","0.1","2025-10-23 19:20:52","2025-10-23 19:28:18","46.1","0.0","0.0","","0.0","4131.01","4135.96","4140.57","46.1","0","0"
"768665315","XAUUSDr","Buy","0.1","2025-10-23 19:22:38","2025-10-23 19:28:13","39.9","0.0","0.0","","0.0","4131.01","4136.0","4139.99","39.9","0","0"
"768660573","XAUUSDr","Buy","0.05","2025-10-23 17:19:36","2025-10-23 19:27:24","9.9","0.0","0.0","","0.0","4127.46","4138.11","4140.09","9.9","0","0"
"768660391","XAUUSDr","Buy","0.05","2025-10-23 17:16:48","2025-10-23 19:27:19","13.1","0.0","0.0","","0.0","4127.46","4138.26","4140.88","13.1","0","0"
"768664147","XAUUSDr","Buy","0.03","2025-10-23 18:49:46","2025-10-23 19:20:07","-12.57","0.0","0.0","[sl]","0.0","4134.19","4138.33","4134.14","-12.57","0","0"
"768665058","XAUUSDr","Buy","0.1","2025-10-23 19:18:57","2025-10-23 19:19:50","-22.7","0.0","0.0","[sl]","0.0","4136.97","4139.22","4136.95","-22.7","0","0"
"768665042","XAUUSDr","Buy","0.1","2025-10-23 19:18:38","2025-10-23 19:19:50","-25.3","0.0","0.0","[sl]","0.0","4136.97","4139.48","4136.95","-25.3","0","0"
"768665036","XAUUSDr","Buy","0.1","2025-10-23 19:18:33","2025-10-23 19:19:50","-31.9","0.0","0.0","[sl]","0.0","4136.97","4140.14","4136.95","-31.9","0","0"
"768665033","XAUUSDr","Buy","0.1","2025-10-23 19:18:27","2025-10-23 19:19:50","-33.0","0.0","0.0","[sl]","0.0","4136.97","4140.25","4136.95","-33.0","0","0"
"768664995","XAUUSDr","Buy","0.1","2025-10-23 19:18:00","2025-10-23 19:19:50","-40.2","0.0","0.0","[sl]","0.0","4136.97","4140.97","4136.95","-40.2","0","0"
"768664923","XAUUSDr","Buy","0.1","2025-10-23 19:15:57","2025-10-23 19:17:33","-37.5","0.0","0.0","[sl]","0.0","4140.54","4144.15","4140.4","-37.5","0","0"
"768664898","XAUUSDr","Buy","0.1","2025-10-23 19:15:03","2025-10-23 19:17:33","-36.3","0.0","0.0","[sl]","0.0","4140.54","4144.03","4140.4","-36.3","0","0"
"768664820","XAUUSDr","Buy","0.1","2025-10-23 19:11:41","2025-10-23 19:17:33","-36.1","0.0","0.0","[sl]","0.0","4140.54","4144.01","4140.4","-36.1","0","0"
"768664805","XAUUSDr","Buy","0.1","2025-10-23 19:11:15","2025-10-23 19:17:33","-35.8","0.0","0.0","[sl]","0.0","4140.54","4143.98","4140.4","-35.8","0","0"
"768664711","XAUUSDr","Buy","0.1","2025-10-23 19:08:13","2025-10-23 19:12:06","-4.3","0.0","0.0","","0.0","4140.54","4144.87","4144.44","-4.3","0","0"
"768664688","XAUUSDr","Buy","0.1","2025-10-23 19:07:32","2025-10-23 19:10:30","-5.1","0.0","0.0","","0.0","4140.54","4146.24","4145.73","-5.1","0","0"
"768663340","XAUUSDr","Buy","0.03","2025-10-23 18:22:08","2025-10-23 19:03:11","26.04","0.0","0.0","","0.0","4134.19","4138.96","4147.64","26.04","0","0"
"768663332","XAUUSDr","Buy","0.03","2025-10-23 18:21:59","2025-10-23 19:01:56","17.16","0.0","0.0","","0.0","4134.19","4139.07","4144.79","17.16","0","0"
"768664104","XAUUSDr","Buy","0.03","2025-10-23 18:48:32","2025-10-23 19:01:42","15.63","0.0","0.0","","0.0","4134.19","4139.4","4144.61","15.63","0","0"
"768664132","XAUUSDr","Buy","0.03","2025-10-23 18:49:23","2025-10-23 18:53:26","4.35","0.0","0.0","","0.0","4134.19","4139.49","4140.94","4.35","0","0"
"768663853","XAUUSDr","Buy","0.03","2025-10-23 18:38:19","2025-10-23 18:52:40","-0.81","0.0","0.0","","0.0","4134.19","4140.13","4139.86","-0.81","0","0"
"768664110","XAUUSDr","Buy","0.03","2025-10-23 18:48:39","2025-10-23 18:52:37","-0.96","0.0","0.0","","0.0","4134.19","4140.18","4139.86","-0.96","0","0"
"768663422","XAUUSDr","Buy","0.03","2025-10-23 18:24:19","2025-10-23 18:52:17","-0.45","0.0","0.0","","0.0","4134.19","4140.56","4140.41","-0.45","0","0"
"768663028","XAUUSDr","Buy","0.03","2025-10-23 18:14:51","2025-10-23 18:27:45","-3.0","0.0","0.0","","0.0","4134.19","4144.12","4143.12","-3.0","0","0"
"768663073","XAUUSDr","Buy","0.03","2025-10-23 18:15:15","2025-10-23 18:23:33","-8.58","0.0","0.0","","0.0","4134.19","4144.66","4141.8","-8.58","0","0"
"768660530","XAUUSDr","Buy","0.05","2025-10-23 17:18:59","2025-10-23 17:48:30","57.9","0.0","0.0","","0.0","4133.79","4138.9","4150.48","57.9","0","0"
"768660564","XAUUSDr","Buy","0.05","2025-10-23 17:19:26","2025-10-23 17:48:28","55.85","0.0","0.0","","0.0","4133.79","4139.49","4150.66","55.85","0","0"
"768660550","XAUUSDr","Buy","0.05","2025-10-23 17:19:09","2025-10-23 17:23:13","-1.9","0.0","0.0","","0.0","4133.79","4139.52","4139.14","-1.9","0","0"
"768660400","XAUUSDr","Buy","0.05","2025-10-23 17:16:55","2025-10-23 17:22:34","-1.35","0.0","0.0","","0.0","4133.79","4139.52","4139.25","-1.35","0","0"
"768660553","XAUUSDr","Buy","0.05","2025-10-23 17:19:15","2025-10-23 17:22:18","-0.65","0.0","0.0","","0.0","4133.79","4139.87","4139.74","-0.65","0","0"
"768660235","XAUUSDr","Buy","0.03","2025-10-23 17:15:14","2025-10-23 17:22:12","-1.86","0.0","0.0","","0.0","4133.79","4140.58","4139.96","-1.86","0","0"
"768660406","XAUUSDr","Buy","0.05","2025-10-23 17:17:00","2025-10-23 17:22:10","-7.2","0.0","0.0","","0.0","4133.79","4140.69","4139.25","-7.2","0","0"
"768660418","XAUUSDr","Buy","0.05","2025-10-23 17:17:09","2025-10-23 17:17:52","0.9","0.0","0.0","","0.0","4133.79","4141.89","4142.07","0.9","0","0"
"768660117","XAUUSDr","Buy","0.03","2025-10-23 17:14:16","2025-10-23 17:17:44","-7.29","0.0","0.0","","0.0","4134.59","4144.85","4142.42","-7.29","0","0"
"768660106","XAUUSDr","Buy","0.03","2025-10-23 17:14:10","2025-10-23 17:15:23","-25.23","0.0","0.0","[sl]","0.0","4137.76","4145.82","4137.41","-25.23","0","0"
"768659968","XAUUSDr","Buy","0.03","2025-10-23 17:12:31","2025-10-23 17:15:23","-36.45","0.0","0.0","[sl]","0.0","4137.76","4149.56","4137.41","-36.45","0","0"
"768659960","XAUUSDr","Buy","0.03","2025-10-23 17:12:21","2025-10-23 17:15:23","-31.08","0.0","0.0","[sl]","0.0","4137.76","4147.77","4137.41","-31.08","0","0"
"768659866","XAUUSDr","Buy","0.03","2025-10-23 17:10:38","2025-10-23 17:15:23","-41.67","0.0","0.0","[sl]","0.0","4137.76","4151.3","4137.41","-41.67","0","0"
"768659858","XAUUSDr","Buy","0.03","2025-10-23 17:10:30","2025-10-23 17:15:23","-40.17","0.0","0.0","[sl]","0.0","4137.76","4150.8","4137.41","-40.17","0","0"
"768658925","XAUUSDr","Buy","0.03","2025-10-23 17:06:13","2025-10-23 17:15:23","-43.83","0.0","0.0","[sl]","0.0","4137.76","4152.02","4137.41","-43.83","0","0"
"768658796","XAUUSDr","Sell","0.03","2025-10-23 16:54:24","2025-10-23 16:56:24","2.61","0.0","0.0","","0.0","4166.15","4148.7","4147.83","2.61","0","0"
"768658032","XAUUSDr","Sell","0.03","2025-10-23 16:45:14","2025-10-23 16:50:40","19.5","0.0","0.0","","0.0","4154.48","4149.36","4142.86","19.5","0","0"
"768658040","XAUUSDr","Sell","0.03","2025-10-23 16:45:19","2025-10-23 16:50:27","24.54","0.0","0.0","","0.0","4154.48","4149.97","4141.79","24.54","0","0"
"768657384","XAUUSDr","Sell","0.03","2025-10-23 16:41:40","2025-10-23 16:47:01","9.63","0.0","0.0","","0.0","4152.87","4144.53","4141.32","9.63","0","0"
"768656339","XAUUSDr","Sell","0.03","2025-10-23 16:32:31","2025-10-23 16:46:56","-15.75","0.0","0.0","","0.0","4152.47","4138.73","4143.98","-15.75","0","0"
"768657894","XAUUSDr","Buy","0.03","2025-10-23 16:45:20","2025-10-23 16:45:54","-6.57","0.0","0.0","","0.0","0.0","4151.35","4149.16","-6.57","0","0"
"768656492","XAUUSDr","Buy","0.03","2025-10-23 16:25:33","2025-10-23 16:26:27","1.35","0.0","0.0","","0.0","4138.74","4146.38","4146.83","1.35","0","0"
"768653113","XAUUSDr","Buy","0.05","2025-10-23 15:38:40","2025-10-23 16:23:20","112.4","0.0","0.0","","0.0","4122.25","4118.28","4140.76","112.4","0","0"
"768652996","XAUUSDr","Buy","0.05","2025-10-23 15:35:55","2025-10-23 16:23:11","105.65","0.0","0.0","","0.0","4122.15","4119.94","4141.07","105.65","0","0"
"768653569","XAUUSDr","Buy","0.05","2025-10-23 15:43:51","2025-10-23 16:20:40","103.65","0.0","0.0","","0.0","4117.26","4121.33","4142.06","103.65","0","0"
"768653161","XAUUSDr","Buy","0.05","2025-10-23 15:39:15","2025-10-23 16:09:24","57.85","0.0","0.0","","0.0","4117.26","4122.01","4133.58","57.85","0","0"
"768653139","XAUUSDr","Buy","0.05","2025-10-23 15:39:04","2025-10-23 16:07:44","54.5","0.0","0.0","","0.0","4117.26","4122.28","4133.18","54.5","0","0"
"768653562","XAUUSDr","Buy","0.05","2025-10-23 15:43:42","2025-10-23 15:53:11","17.3","0.0","0.0","","0.0","4116.07","4122.42","4125.88","17.3","0","0"
"768653460","XAUUSDr","Buy","0.05","2025-10-23 15:41:58","2025-10-23 15:53:09","7.7","0.0","0.0","","0.0","4116.07","4124.77","4126.31","7.7","0","0"
"768653480","XAUUSDr","Buy","0.05","2025-10-23 15:42:15","2025-10-23 15:53:06","4.0","0.0","0.0","","0.0","4116.07","4125.88","4126.68","4.0","0","0"
"768653374","XAUUSDr","Buy","0.05","2025-10-23 15:41:00","2025-10-23 15:53:05","1.1","0.0","0.0","","0.0","4116.07","4126.54","4126.76","1.1","0","0"
"768652626","XAUUSDr","Buy","0.1","2025-10-23 15:31:16","2025-10-23 15:31:42","1.7","0.0","0.0","","0.0","4098.42","4118.47","4118.64","1.7","0","0"
"768651916","XAUUSDr","Sell","0.1","2025-10-23 15:21:19","2025-10-23 15:30:29","-97.2","0.0","0.0","","0.0","4118.13","4103.32","4113.04","-97.2","0","0"
"768652395","XAUUSDr","Sell","0.1","2025-10-23 15:28:31","2025-10-23 15:30:28","-34.1","0.0","0.0","[sl]","0.0","4112.63","4109.27","4112.68","-34.1","0","0"
"768652388","XAUUSDr","Sell","0.1","2025-10-23 15:28:23","2025-10-23 15:30:28","-30.7","0.0","0.0","[sl]","0.0","4112.63","4109.61","4112.68","-30.7","0","0"
"768652383","XAUUSDr","Sell","0.1","2025-10-23 15:28:17","2025-10-23 15:30:28","-36.3","0.0","0.0","[sl]","0.0","4112.63","4109.05","4112.68","-36.3","0","0"
"768652237","XAUUSDr","Sell","0.1","2025-10-23 15:27:15","2025-10-23 15:30:21","-40.4","0.0","0.0","[sl]","0.0","4111.38","4107.48","4111.52","-40.4","0","0"
"768651979","XAUUSDr","Sell","0.1","2025-10-23 15:22:46","2025-10-23 15:30:21","-72.6","0.0","0.0","[sl]","0.0","4111.38","4104.26","4111.52","-72.6","0","0"
"768651972","XAUUSDr","Sell","0.1","2025-10-23 15:22:39","2025-10-23 15:30:21","-69.5","0.0","0.0","[sl]","0.0","4111.38","4104.57","4111.52","-69.5","0","0"
"768651957","XAUUSDr","Sell","0.1","2025-10-23 15:22:13","2025-10-23 15:30:21","-83.5","0.0","0.0","[sl]","0.0","4111.38","4103.17","4111.52","-83.5","0","0"
"768651938","XAUUSDr","Sell","0.1","2025-10-23 15:21:48","2025-10-23 15:24:03","17.7","0.0","0.0","","0.0","4111.38","4102.81","4101.04","17.7","0","0"
"768651863","XAUUSDr","Sell","0.1","2025-10-23 15:20:18","2025-10-23 15:20:26","-0.5","0.0","0.0","","0.0","0.0","4105.94","4105.99","-0.5","0","0"
"768651813","XAUUSDr","Buy","0.1","2025-10-23 15:19:59","2025-10-23 15:20:05","-20.0","0.0","0.0","[sl]","0.0","4103.45","4105.16","4103.16","-20.0","0","0"
"768651804","XAUUSDr","Buy","0.1","2025-10-23 15:19:50","2025-10-23 15:20:05","-30.3","0.0","0.0","[sl]","0.0","4103.45","4106.19","4103.16","-30.3","0","0"
"768651578","XAUUSDr","Buy","0.1","2025-10-23 15:15:14","2025-10-23 15:20:05","-28.1","0.0","0.0","[sl]","0.0","4103.31","4105.97","4103.16","-28.1","0","0"
"768651569","XAUUSDr","Buy","0.1","2025-10-23 15:15:06","2025-10-23 15:20:05","-21.3","0.0","0.0","[sl]","0.0","4103.45","4105.29","4103.16","-21.3","0","0"
"768651442","XAUUSDr","Buy","0.1","2025-10-23 15:12:51","2025-10-23 15:14:35","-29.9","0.0","0.0","[sl]","0.0","4105.29","4108.22","4105.23","-29.9","0","0"
"768650902","XAUUSDr","Buy","0.1","2025-10-23 14:58:24","2025-10-23 15:14:35","-39.7","0.0","0.0","[sl]","0.0","4105.19","4109.15","4105.18","-39.7","0","0"
"768651366","XAUUSDr","Buy","0.1","2025-10-23 15:10:40","2025-10-23 15:14:33","-47.0","0.0","0.0","[sl]","0.0","4105.81","4110.49","4105.79","-47.0","0","0"
"768651328","XAUUSDr","Buy","0.1","2025-10-23 15:09:13","2025-10-23 15:10:09","14.3","0.0","0.0","","0.0","4107.23","4110.84","4112.27","14.3","0","0"
"768651319","XAUUSDr","Buy","0.1","2025-10-23 15:08:43","2025-10-23 15:09:58","1.0","0.0","0.0","","0.0","4107.12","4112.11","4112.21","1.0","0","0"
"768650856","XAUUSDr","Buy","0.1","2025-10-23 14:57:57","2025-10-23 15:01:01","4.9","0.0","0.0","","0.0","4101.0","4111.16","4111.65","4.9","0","0"
"768650818","XAUUSDr","Buy","0.1","2025-10-23 14:57:02","2025-10-23 14:58:02","-35.7","0.0","0.0","[sl]","0.0","4108.84","4112.06","4108.49","-35.7","0","0"
"768650804","XAUUSDr","Buy","0.1","2025-10-23 14:56:46","2025-10-23 14:58:02","-41.8","0.0","0.0","[sl]","0.0","4108.99","4113.1","4108.92","-41.8","0","0"
"768650710","XAUUSDr","Sell","0.1","2025-10-23 14:53:10","2025-10-23 14:56:42","39.4","0.0","0.0","","0.0","4116.58","4116.99","4113.05","39.4","0","0"
"768650658","XAUUSDr","Sell","0.1","2025-10-23 14:50:52","2025-10-23 14:53:32","5.9","0.0","0.0","","0.0","4118.54","4115.94","4115.35","5.9","0","0"
"768650330","XAUUSDr","Buy","0.1","2025-10-23 14:39:10","2025-10-23 14:48:20","32.2","0.0","0.0","","0.0","4108.99","4113.09","4116.31","32.2","0","0"
"768650269","XAUUSDr","Buy","0.1","2025-10-23 14:37:46","2025-10-23 14:38:10","-0.4","0.0","0.0","","0.0","4106.93","4112.56","4112.52","-0.4","0","0"
"768650118","XAUUSDr","Buy","0.1","2025-10-23 14:34:32","2025-10-23 14:36:32","25.4","0.0","0.0","","0.0","4110.55","4113.1","4115.64","25.4","0","0"
"768649924","XAUUSDr","Buy","0.1","2025-10-23 14:31:55","2025-10-23 14:36:03","-7.6","0.0","0.0","","0.0","4110.55","4114.72","4113.96","-7.6","0","0"
"768649081","XAUUSDr","Sell","0.1","2025-10-23 14:04:59","2025-10-23 14:27:54","32.4","0.0","0.0","","0.0","4126.04","4117.72","4114.48","32.4","0","0"
"768649079","XAUUSDr","Sell","0.1","2025-10-23 14:04:57","2025-10-23 14:21:39","27.3","0.0","0.0","","0.0","4125.88","4117.69","4114.96","27.3","0","0"
"768649390","XAUUSDr","Sell","0.1","2025-10-23 14:10:24","2025-10-23 14:16:25","5.6","0.0","0.0","","0.0","4125.88","4116.72","4116.16","5.6","0","0"
"768649395","XAUUSDr","Sell","0.1","2025-10-23 14:10:28","2025-10-23 14:16:21","4.4","0.0","0.0","","0.0","4125.88","4116.64","4116.2","4.4","0","0"
"768649388","XAUUSDr","Sell","0.1","2025-10-23 14:10:19","2025-10-23 14:11:53","5.1","0.0","0.0","","0.0","4125.88","4116.18","4115.67","5.1","0","0"
"768649078","XAUUSDr","Sell","0.1","2025-10-23 14:04:55","2025-10-23 14:08:46","42.9","0.0","0.0","","0.0","4121.76","4117.56","4113.27","42.9","0","0"
"768649075","XAUUSDr","Sell","0.1","2025-10-23 14:04:54","2025-10-23 14:08:42","56.6","0.0","0.0","","0.0","4121.76","4117.4","4111.74","56.6","0","0"
"768649072","XAUUSDr","Sell","0.1","2025-10-23 14:04:52","2025-10-23 14:08:40","45.6","0.0","0.0","","0.0","4121.76","4116.87","4112.31","45.6","0","0"
"768648276","XAUUSDr","Sell","0.05","2025-10-23 13:50:52","2025-10-23 14:04:36","-40.9","0.0","0.0","[sl]","0.0","4120.08","4112.15","4120.33","-40.9","0","0"
"768648274","XAUUSDr","Sell","0.05","2025-10-23 13:50:51","2025-10-23 14:04:36","-41.25","0.0","0.0","[sl]","0.0","4120.3","4112.08","4120.33","-41.25","0","0"
"768648182","XAUUSDr","Sell","0.05","2025-10-23 13:49:05","2025-10-23 14:04:36","-45.65","0.0","0.0","[sl]","0.0","4120.08","4111.2","4120.33","-45.65","0","0"
"768648168","XAUUSDr","Sell","0.05","2025-10-23 13:48:58","2025-10-23 14:04:36","-45.2","0.0","0.0","[sl]","0.0","4120.08","4111.29","4120.33","-45.2","0","0"
"768648162","XAUUSDr","Sell","0.05","2025-10-23 13:48:54","2025-10-23 14:04:36","-49.0","0.0","0.0","[sl]","0.0","4120.08","4110.53","4120.33","-49.0","0","0"
"768648888","XAUUSDr","Sell","0.1","2025-10-23 14:02:18","2025-10-23 14:03:38","-38.6","0.0","0.0","[sl]","0.0","4118.11","4114.37","4118.23","-38.6","0","0"
"768648878","XAUUSDr","Sell","0.1","2025-10-23 14:02:05","2025-10-23 14:03:38","-44.9","0.0","0.0","[sl]","0.0","4117.89","4113.62","4118.11","-44.9","0","0"
"768648857","XAUUSDr","Sell","0.1","2025-10-23 14:01:46","2025-10-23 14:03:38","-64.4","0.0","0.0","[sl]","0.0","4118.11","4111.79","4118.23","-64.4","0","0"
"768648880","XAUUSDr","Sell","0.1","2025-10-23 14:02:10","2025-10-23 14:03:36","-40.2","0.0","0.0","[sl]","0.0","4117.67","4113.65","4117.67","-40.2","0","0"
"768648925","XAUUSDr","Sell","0.1","2025-10-23 14:02:53","2025-10-23 14:03:34","-13.2","0.0","0.0","[sl]","0.0","4117.02","4115.84","4117.16","-13.2","0","0"
"768648922","XAUUSDr","Sell","0.1","2025-10-23 14:02:46","2025-10-23 14:03:34","-14.7","0.0","0.0","[sl]","0.0","4117.02","4115.69","4117.16","-14.7","0","0"
"768648917","XAUUSDr","Sell","0.1","2025-10-23 14:02:41","2025-10-23 14:03:34","-16.6","0.0","0.0","[sl]","0.0","4117.02","4115.5","4117.16","-16.6","0","0"
"768648908","XAUUSDr","Sell","0.1","2025-10-23 14:02:36","2025-10-23 14:03:34","-18.4","0.0","0.0","[sl]","0.0","4117.02","4115.32","4117.16","-18.4","0","0"
"768648810","XAUUSDr","Sell","0.1","2025-10-23 14:01:07","2025-10-23 14:01:12","-8.4","0.0","0.0","[sl]","0.0","4113.73","4112.9","4113.74","-8.4","0","0"
"768648804","XAUUSDr","Sell","0.1","2025-10-23 14:01:02","2025-10-23 14:01:12","-15.0","0.0","0.0","[sl]","0.0","4113.73","4112.24","4113.74","-15.0","0","0"
"768648796","XAUUSDr","Sell","0.1","2025-10-23 14:00:57","2025-10-23 14:01:12","-15.8","0.0","0.0","[sl]","0.0","4113.73","4112.16","4113.74","-15.8","0","0"
"768648711","XAUUSDr","Sell","0.1","2025-10-23 13:59:53","2025-10-23 14:01:12","-51.2","0.0","0.0","[sl]","0.0","4113.73","4108.62","4113.74","-51.2","0","0"
"768648690","XAUUSDr","Sell","0.1","2025-10-23 13:59:23","2025-10-23 14:01:12","-64.4","0.0","0.0","[sl]","0.0","4113.73","4107.3","4113.74","-64.4","0","0"
"768648618","XAUUSDr","Sell","0.1","2025-10-23 13:57:39","2025-10-23 14:01:12","-74.4","0.0","0.0","[sl]","0.0","4113.73","4106.3","4113.74","-74.4","0","0"
"768648091","XAUUSDr","Sell","0.05","2025-10-23 13:47:28","2025-10-23 13:52:11","-0.55","0.0","0.0","","0.0","0.0","4108.82","4108.93","-0.55","0","0"
"768648088","XAUUSDr","Sell","0.05","2025-10-23 13:47:26","2025-10-23 13:52:09","-0.7","0.0","0.0","","0.0","0.0","4108.79","4108.93","-0.7","0","0"
"768648032","XAUUSDr","Sell","0.05","2025-10-23 13:46:33","2025-10-23 13:51:57","-4.25","0.0","0.0","","0.0","0.0","4107.67","4108.52","-4.25","0","0"
"768648033","XAUUSDr","Sell","0.05","2025-10-23 13:46:35","2025-10-23 13:51:55","-5.95","0.0","0.0","","0.0","0.0","4107.15","4108.34","-5.95","0","0"
"768648037","XAUUSDr","Sell","0.05","2025-10-23 13:46:40","2025-10-23 13:51:54","-6.85","0.0","0.0","","0.0","0.0","4106.82","4108.19","-6.85","0","0"
"768648022","XAUUSDr","Sell","0.05","2025-10-23 13:46:22","2025-10-23 13:51:52","-11.75","0.0","0.0","","0.0","0.0","4105.89","4108.24","-11.75","0","0"
"768648020","XAUUSDr","Sell","0.05","2025-10-23 13:46:20","2025-10-23 13:48:15","-7.2","0.0","0.0","","0.0","0.0","4105.74","4107.18","-7.2","0","0"
"768647982","XAUUSDr","Sell","0.05","2025-10-23 13:45:51","2025-10-23 13:48:12","-6.85","0.0","0.0","","0.0","0.0","4105.45","4106.82","-6.85","0","0"
"768647975","XAUUSDr","Sell","0.05","2025-10-23 13:45:48","2025-10-23 13:48:10","-9.65","0.0","0.0","","0.0","0.0","4104.98","4106.91","-9.65","0","0"
"768647979","XAUUSDr","Sell","0.05","2025-10-23 13:45:49","2025-10-23 13:48:07","-7.6","0.0","0.0","","0.0","0.0","4104.6","4106.12","-7.6","0","0"
"768647878","XAUUSDr","Buy","0.05","2025-10-23 13:44:42","2025-10-23 13:45:57","-24.95","0.0","0.0","","0.0","4104.3","4111.65","4106.66","-24.95","0","0"
"768645547","XAUUSDr","Buy","0.05","2025-10-23 12:43:55","2025-10-23 13:45:47","-50.05","0.0","0.0","[sl]","0.0","4105.3","4115.06","4105.05","-50.05","0","0"
"768644691","XAUUSDr","Buy","0.05","2025-10-23 12:44:07","2025-10-23 13:45:47","-42.75","0.0","0.0","[sl]","0.0","4105.3","4113.6","4105.05","-42.75","0","0"
"768644569","XAUUSDr","Buy","0.1","2025-10-23 13:29:19","2025-10-23 13:45:47","-41.4","0.0","0.0","[sl]","0.0","4105.0","4108.97","4104.83","-41.4","0","0"
